,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene_Symbol,Significance
221404_at,11.61033654,236.6972414,0.246099147,0.80739606,0.950570329,-4.607005931,IL36A,Not Significant
216216_at,-4.812403846,63.18103448,-0.246063349,0.807423496,0.950570329,-4.607006158,SLIT3,Not Significant
208733_at,-8.498653846,145.9572414,-0.245961177,0.807501805,0.950570329,-4.607006807,RAB2A,Not Significant
201295_s_at,-2.863076923,74.45344828,-0.245944887,0.80751429,0.950570329,-4.60700691,WSB1,Not Significant
218161_s_at,-7.704230769,140.1086207,-0.245940738,0.80751747,0.950570329,-4.607006937,CLN6,Not Significant
200723_s_at,59.87081731,2464.704483,0.245918222,0.807534728,0.950570329,-4.607007079,CAPRIN1,Not Significant
207615_s_at,-9.133990385,132.5051724,-0.245766483,0.807651031,0.950611624,-4.607008042,GAS8-AS1,Not Significant
202432_at,14.74230769,640.1013793,0.245754733,0.807660038,0.950611624,-4.607008116,PPP3CB,Not Significant
217212_s_at,-8.098605769,312.8510345,-0.245668679,0.807725998,0.950611624,-4.607008662,IL9R,Not Significant
220430_at,-7.431826923,118.2427586,-0.245649822,0.807740452,0.950611624,-4.607008781,FAM110D,Not Significant
32502_at,-11.09408654,232.5175862,-0.245579331,0.807794485,0.950625007,-4.607009228,GDPD5,Not Significant
218903_s_at,6.716634615,128.5403448,0.245399596,0.807932259,0.950689688,-4.607010367,NABP2,Not Significant
208880_s_at,14.64798077,210.0424138,0.245396312,0.807934776,0.950689688,-4.607010387,PRPF6,Not Significant
209401_s_at,10.99072115,253.81,0.245190509,0.80809254,0.950787117,-4.60701169,SLC12A4,Not Significant
208056_s_at,10.19620192,245.9824138,0.245176978,0.808102913,0.950787117,-4.607011776,CBFA2T3,Not Significant
211798_x_at,64.55764423,1627.607241,0.245044386,0.80820456,0.950856506,-4.607012614,IGLJ3,Not Significant
216330_s_at,-4.219951923,67.88482759,-0.244934364,0.808288907,0.950905534,-4.60701331,POU6F1,Not Significant
218058_at,13.74788462,367.0996552,0.244786551,0.80840223,0.950913585,-4.607014243,CXXC1,Not Significant
214491_at,-1.813413462,42.56103448,-0.24472524,0.808449236,0.950913585,-4.607014631,SSTR3,Not Significant
217871_s_at,82.79466346,3128.768276,0.244639793,0.808514748,0.950913585,-4.60701517,MIF,Not Significant
207068_at,4.322740385,55.77034483,0.244615017,0.808533744,0.950913585,-4.607015326,ZFP37,Not Significant
221304_at,7.947884615,234.2896552,0.244586716,0.808555443,0.950913585,-4.607015505,UGT1A8,Not Significant
210714_at,9.246538462,163.61,0.244575607,0.80856396,0.950913585,-4.607015575,R3HDM1,Not Significant
215549_x_at,18.44298077,757.7662069,0.244488797,0.80863052,0.950913585,-4.607016123,CTAGE9,Not Significant
218236_s_at,-6.987403846,241.5910345,-0.244480155,0.808637145,0.950913585,-4.607016177,PRKD3,Not Significant
220184_at,-2.786682692,26.10482759,-0.244322883,0.808757734,0.951005203,-4.607017169,NANOG,Not Significant
210721_s_at,2.744855769,23.94517241,0.244231504,0.808827802,0.951020255,-4.607017745,PAK5,Not Significant
219013_at,-9.050480769,315.6558621,-0.244139816,0.808898107,0.951020255,-4.607018323,GALNT11,Not Significant
221442_at,7.934471154,115.8637931,0.244120652,0.808912802,0.951020255,-4.607018444,MC3R,Not Significant
202023_at,-46.34745192,1224.762069,-0.244083551,0.808941252,0.951020255,-4.607018677,EFNA1,Not Significant
218256_s_at,-14.10466346,447.2696552,-0.243924187,0.809063457,0.951020717,-4.607019681,NUP54,Not Significant
207685_at,-1.297067308,27.98206897,-0.243868671,0.809106029,0.951020717,-4.60702003,CRYBB3,Not Significant
211318_s_at,-17.90149038,725.307931,-0.243852023,0.809118796,0.951020717,-4.607020135,RAE1,Not Significant
218918_at,6.99,114.6265517,0.243828105,0.809137138,0.951020717,-4.607020285,MAN1C1,Not Significant
35974_at,-15.12697115,130.077931,-0.243804759,0.809155041,0.951020717,-4.607020432,IRAG2,Not Significant
220081_x_at,23.79197115,827.5527586,0.243563539,0.80934003,0.951187969,-4.607021949,HSD17B7,Not Significant
213258_at,8.991778846,199.5748276,0.24347315,0.809409351,0.95121669,-4.607022517,TFPI,Not Significant
212799_at,-9.439471154,532.6958621,-0.243313472,0.809531816,0.95121669,-4.60702352,STX6,Not Significant
208487_at,1.439663462,20.59275862,0.243267138,0.809567353,0.95121669,-4.607023811,LMX1B,Not Significant
202751_at,8.211009615,119.2548276,0.243097427,0.809697519,0.95121669,-4.607024876,TFIP11,Not Significant
219440_at,-10.17514423,192.0668966,-0.243089135,0.809703879,0.95121669,-4.607024928,RAI2,Not Significant
221645_s_at,-5.194567308,82.47172414,-0.243086406,0.809705972,0.95121669,-4.607024945,ZNF83,Not Significant
212538_at,-8.203317308,198.9417241,-0.243018583,0.809757993,0.951227653,-4.60702537,DOCK9,Not Significant
53071_s_at,-10.79100962,361.1217241,-0.242736752,0.80997417,0.951330658,-4.607027136,OGFOD3,Not Significant
217228_s_at,-8.717548077,123.8572414,-0.242709927,0.809994747,0.951330658,-4.607027304,ASB4,Not Significant
212087_s_at,-10.18913462,566.5737931,-0.242696697,0.810004896,0.951330658,-4.607027387,ERAL1,Not Significant
220741_s_at,41.921875,1797.96931,0.242681633,0.810016451,0.951330658,-4.607027481,PPA2,Not Significant
213352_at,-7.533701923,278.6665517,-0.242575885,0.81009757,0.951347053,-4.607028144,TMCC1,Not Significant
206031_s_at,-15.91697115,544.432069,-0.242552123,0.810115798,0.951347053,-4.607028292,USP5,Not Significant
203259_s_at,-18.24961538,1018.915862,-0.242376998,0.81025014,0.951396138,-4.607029388,HDDC2,Not Significant
202206_at,-11.20413462,403.3837931,-0.242242171,0.810353574,0.951396138,-4.607030231,ARL4C,Not Significant
206905_s_at,-6.122403846,101.2482759,-0.24221004,0.810378223,0.951396138,-4.607030432,MATN1,Not Significant
201243_s_at,-122.0344231,6830.067586,-0.242203838,0.810382981,0.951396138,-4.607030471,ATP1B1,Not Significant
216178_x_at,-5.556009615,89.97,-0.242099066,0.810463361,0.951396138,-4.607031125,ITGB1,Not Significant
221363_x_at,3.230480769,44.99310345,0.242021793,0.810522645,0.951396138,-4.607031608,GPR25,Not Significant
214307_at,-7.954038462,139.8931034,-0.241959524,0.810570419,0.951396138,-4.607031997,HGD,Not Significant
209770_at,-23.05913462,663.8931034,-0.2419313,0.810592073,0.951396138,-4.607032173,BTN3A1,Not Significant
218566_s_at,-20.22105769,638.7658621,-0.241885447,0.810627253,0.951396138,-4.607032459,CHORDC1,Not Significant
212889_x_at,6.001490385,84.23655172,0.241797277,0.810694901,0.951412721,-4.607033009,GADD45GIP1,Not Significant
204746_s_at,-13.68947115,492.4810345,-0.241755733,0.810726776,0.951412721,-4.607033269,PICK1,Not Significant
214676_x_at,-32.56841346,686.7227586,-0.241598157,0.81084768,0.951504495,-4.607034251,MUC3B,Not Significant
221696_s_at,8.957980769,426.9431034,0.241511081,0.810914494,0.951532789,-4.607034794,STYK1,Not Significant
207361_at,5.994471154,140.7934483,0.241439942,0.81096908,0.951546733,-4.607035237,HBP1,Not Significant
205157_s_at,16.64245192,102.4489655,0.241195106,0.811156954,0.95162128,-4.607036762,KRT17,Not Significant
214299_at,-7.873557692,152.1382759,-0.241121226,0.811213648,0.95162128,-4.607037222,TOP3A,Not Significant
218677_at,74.39216346,3154.562414,0.240985765,0.811317599,0.95162128,-4.607038064,S100A14,Not Significant
215860_at,6.877403846,96.38827586,0.240974745,0.811326056,0.95162128,-4.607038133,SYT12,Not Significant
221666_s_at,19.36620192,717.8317241,0.240792751,0.811465724,0.95162128,-4.607039264,PYCARD,Not Significant
209708_at,9.287788462,280.8027586,0.240765629,0.811486538,0.95162128,-4.607039433,MOXD1,Not Significant
219255_x_at,-15.98754808,527.1462069,-0.24075819,0.811492247,0.95162128,-4.607039479,IL17RB,Not Significant
211768_at,15.15966346,425.1124138,0.240755437,0.81149436,0.95162128,-4.607039496,LAT2,Not Significant
210712_at,6.873846154,127.1086207,0.240732262,0.811512146,0.95162128,-4.60703964,LDHAL6B,Not Significant
215199_at,7.029855769,103.8493103,0.240722546,0.811519603,0.95162128,-4.607039701,CALD1,Not Significant
215940_at,3.494278846,34.18172414,0.24068934,0.811545087,0.95162128,-4.607039907,LINC01361,Not Significant
219744_at,6.322019231,75.05724138,0.240453776,0.81172588,0.95168209,-4.607041369,FN3K,Not Significant
210245_at,1.379903846,25.11517241,0.240387919,0.811776426,0.95168209,-4.607041778,ABCC8,Not Significant
206036_s_at,12.08100962,325.22,0.240340898,0.811812516,0.95168209,-4.607042069,REL,Not Significant
208092_s_at,9.449615385,350.3689655,0.24021531,0.81190891,0.95168209,-4.607042848,CYRIA,Not Significant
219625_s_at,13.85004808,287.9544828,0.240199671,0.811920914,0.95168209,-4.607042945,CERT1,Not Significant
218275_at,-11.31591346,308.4482759,-0.240131773,0.81197303,0.95168209,-4.607043366,SLC25A10,Not Significant
208583_x_at,-16.20346154,527.3586207,-0.24010414,0.811994241,0.95168209,-4.607043537,H2AC14,Not Significant
217931_at,-9.099519231,139.8703448,-0.239993144,0.81207944,0.95168209,-4.607044225,CNPY3,Not Significant
217925_s_at,16.12048077,308.5248276,0.239980658,0.812089024,0.95168209,-4.607044302,ILRUN,Not Significant
215076_s_at,-101.6173077,3006.417586,-0.239975635,0.812092879,0.95168209,-4.607044333,COL3A1,Not Significant
205702_at,7.126346154,246.827931,0.239954367,0.812109205,0.95168209,-4.607044465,PHTF1,Not Significant
212358_at,6.521057692,143.7255172,0.239954044,0.812109453,0.95168209,-4.607044467,CLIP3,Not Significant
212216_at,-10.46105769,456.5206897,-0.23988084,0.812165645,0.95169789,-4.60704492,PREPL,Not Significant
220176_at,-6.669663462,136.8817241,-0.239796638,0.812230281,0.951704098,-4.607045441,NUBPL,Not Significant
222269_at,-5.545528846,105.7765517,-0.239762661,0.812256363,0.951704098,-4.607045652,APOOL,Not Significant
203779_s_at,-12.300625,189.3034483,-0.239637762,0.812352242,0.951766392,-4.607046424,MPZL2,Not Significant
212298_at,-6.498125,128.4548276,-0.239553544,0.812416894,0.951771877,-4.607046945,NRP1,Not Significant
211858_x_at,195.8004808,7078.348621,0.239520385,0.81244235,0.951771877,-4.60704715,GNAS,Not Significant
215041_s_at,-3.138076923,37.86172414,-0.239094462,0.812769343,0.952039689,-4.60704978,DOCK9,Not Significant
219448_at,5.827740385,89.98068966,0.239055664,0.812799131,0.952039689,-4.60705002,TMEM70,Not Significant
220304_s_at,-12.15495192,206.7368966,-0.23884002,0.812964702,0.952156217,-4.607051349,CNGB3,Not Significant
217539_at,-3.287692308,47.0337931,-0.238814787,0.812984077,0.952156217,-4.607051505,ARK2N,Not Significant
216539_at,-6.340432692,123.8341379,-0.238662421,0.813101069,0.952243187,-4.607052444,ATXN3L,Not Significant
201958_s_at,-3.150384615,39.02724138,-0.238517617,0.813212259,0.952296421,-4.607053335,PPP1R12B,Not Significant
206407_s_at,7.911105769,105.0255172,0.238491912,0.813231997,0.952296421,-4.607053494,CCL13,Not Significant
218329_at,17.20995192,504.012069,0.238351731,0.813339641,0.952372424,-4.607054356,PRDM4,Not Significant
211978_x_at,272.5623077,27739.1169,0.238258021,0.813411603,0.952406639,-4.607054932,PPIA,Not Significant
AFFX-HUMGAPDH/M33197_3_at,204.2642788,20226.46138,0.238172022,0.813477645,0.95240976,-4.607055461,GAPDH,Not Significant
205800_at,-1.278990385,17.20896552,-0.238143235,0.813499752,0.95240976,-4.607055638,SLC3A1,Not Significant
207601_at,32.60798077,1280.501379,0.238069625,0.813556281,0.952425902,-4.60705609,SULT1B1,Not Significant
213384_x_at,-13.59384615,472.9937931,-0.237890667,0.813693717,0.952479332,-4.60705719,PLCB3,Not Significant
207313_x_at,9.904134615,189.0589655,0.23784953,0.81372531,0.952479332,-4.607057442,KIR3DL2,Not Significant
204002_s_at,11.08711538,172.5124138,0.237843221,0.813730155,0.952479332,-4.607057481,ICA1,Not Significant
212970_at,-11.15682692,524.8575862,-0.237689578,0.813848156,0.952496485,-4.607058424,APBB2,Not Significant
219438_at,-7.508365385,127.432069,-0.23768688,0.813850229,0.952496485,-4.60705844,NKAIN1,Not Significant
221029_s_at,6.724615385,61.71551724,0.237657173,0.813873045,0.952496485,-4.607058622,WNT5B,Not Significant
212837_at,-14.60009615,370.2886207,-0.23754447,0.813959606,0.952546841,-4.607059314,ABRAXAS2,Not Significant
211591_s_at,-3.012788462,44.21931034,-0.237489837,0.814001568,0.952546841,-4.607059648,PDE4A,Not Significant
213561_at,-7.615144231,315.6893103,-0.237381287,0.814084944,0.952569738,-4.607060314,MCM9,Not Significant
206719_at,8.562596154,125.3703448,0.237331382,0.814123276,0.952569738,-4.607060619,SYNGR4,Not Significant
219154_at,7.855288462,128.6624138,0.237238364,0.814194724,0.952569738,-4.607061189,TMEM120B,Not Significant
214048_at,-4.676875,92.81965517,-0.237189759,0.814232059,0.952569738,-4.607061487,MBD4,Not Significant
205143_at,8.035673077,175.2865517,0.237174179,0.814244026,0.952569738,-4.607061582,NCAN,Not Significant
219106_s_at,2.080721154,24.10413793,0.237130436,0.814277627,0.952569738,-4.60706185,KLHL41,Not Significant
202289_s_at,15.45644231,717.63,0.236912053,0.81444538,0.952646612,-4.607063186,TACC2,Not Significant
202382_s_at,-10.65081731,224.3913793,-0.236911201,0.814446035,0.952646612,-4.607063191,GNPDA1,Not Significant
222215_at,6.362596154,76.80655172,0.236877924,0.814471597,0.952646612,-4.607063394,SLC38A7,Not Significant
215627_at,4.234375,60.5162069,0.236815287,0.814519715,0.952652887,-4.607063777,ERICH2-DT,Not Significant
219627_at,-7.178509615,213.4648276,-0.236738845,0.814578438,0.952671565,-4.607064244,ZNF767P,Not Significant
204801_s_at,6.534086538,73.70655172,0.236660488,0.814638633,0.952675629,-4.607064723,DHRS12,Not Significant
211982_x_at,19.97197115,1277.085172,0.236623017,0.81466742,0.952675629,-4.607064952,XPO6,Not Significant
204539_s_at,5.273221154,36.33551724,0.236357193,0.814871642,0.952847106,-4.607066574,CELSR1,Not Significant
207336_at,1.362788462,16.46034483,0.236320832,0.814899578,0.952847106,-4.607066796,SOX5,Not Significant
217150_s_at,11.99826923,238.5289655,0.23621811,0.814978499,0.95286101,-4.607067422,NF2,Not Significant
214558_at,-12.16346154,461.9675862,-0.236194039,0.814996993,0.95286101,-4.607067569,GPR12,Not Significant
214194_at,11.66875,411.397931,0.236037408,0.815117337,0.952951712,-4.607068524,DIS3,Not Significant
204452_s_at,6.933557692,123.2731034,0.235945749,0.815187764,0.95298399,-4.607069082,FZD1,Not Significant
220000_at,8.409134615,144.8041379,0.235862128,0.815252016,0.95298399,-4.607069591,SIGLEC5,Not Significant
212876_at,-14.54259615,428.0403448,-0.235827298,0.815278779,0.95298399,-4.607069803,B4GALT4,Not Significant
218173_s_at,-4.721394231,253.1958621,-0.235748726,0.815339153,0.95298399,-4.607070281,NSD3,Not Significant
217274_x_at,-10.174375,362.5765517,-0.235686703,0.815386811,0.95298399,-4.607070659,MYL4,Not Significant
211556_at,-2.265288462,27.20172414,-0.235660881,0.815406654,0.95298399,-4.607070816,MAPRE2,Not Significant
208297_s_at,-5.351298077,122.0344828,-0.235595835,0.815456637,0.95298399,-4.607071211,EVI5,Not Significant
207711_at,6.213413462,93.67655172,0.235376514,0.815625174,0.953095377,-4.607072544,MTCL2,Not Significant
201901_s_at,40.23538462,1646.053448,0.235281852,0.815697919,0.953130401,-4.607073119,YY1,Not Significant
202789_at,-9.382403846,203.8096552,-0.235154607,0.815795707,0.953150089,-4.607073892,PLCG1,Not Significant
208354_s_at,1.453509615,32.14655172,0.235148607,0.815800318,0.953150089,-4.607073928,SLC12A3,Not Significant
214411_x_at,11.36769231,286.9241379,0.235058942,0.815869228,0.953180622,-4.607074472,CTRB2,Not Significant
203598_s_at,4.144519231,152.4558621,0.2349632,0.815942808,0.953206559,-4.607075053,WBP4,Not Significant
209137_s_at,18.52394231,565.4024138,0.234898575,0.815992476,0.953206559,-4.607075445,USP10,Not Significant
212828_at,12.14668269,574.1793103,0.234784617,0.816080061,0.953206559,-4.607076136,SYNJ2,Not Significant
201408_at,17.15144231,730.0451724,0.234736564,0.816116994,0.953206559,-4.607076427,PPP1CB,Not Significant
205708_s_at,-14.83274038,528.5010345,-0.234735788,0.81611759,0.953206559,-4.607076432,TRPM2,Not Significant
215856_at,14.00461538,270.412069,0.234696103,0.816148092,0.953206559,-4.607076672,SIGLEC15,Not Significant
221364_at,-6.97875,149.1196552,-0.23453237,0.816273939,0.95321387,-4.607077664,GRID2,Not Significant
204533_at,15.06514423,394.0110345,0.234523435,0.816280807,0.95321387,-4.607077718,CXCL10,Not Significant
219027_s_at,-12.31605769,329.1972414,-0.234520991,0.816282685,0.95321387,-4.607077732,MYO9A,Not Significant
221785_at,-8.250144231,214.1189655,-0.234447655,0.816339053,0.95322974,-4.607078176,WIZ,Not Significant
210094_s_at,13.78875,510.8075862,0.234372784,0.816396603,0.953246987,-4.607078629,PARD3,Not Significant
36499_at,-6.276105769,197.6265517,-0.234311305,0.81644386,0.953252215,-4.607079001,CELSR2,Not Significant
212152_x_at,-27.20230769,1076.594138,-0.234201913,0.816527947,0.95325801,-4.607079663,ARID1A,Not Significant
214906_x_at,-10.70466346,372.8555172,-0.23405776,0.816638758,0.95325801,-4.607080534,N4BP2L1,Not Significant
206627_s_at,-3.099038462,32.25172414,-0.234030748,0.816659522,0.95325801,-4.607080697,SSX1,Not Significant
211522_s_at,-2.991586538,32.46793103,-0.233985695,0.816694156,0.95325801,-4.607080969,GNRHR,Not Significant
215606_s_at,-12.16745192,452.93,-0.23395917,0.816714546,0.95325801,-4.607081129,ERC1,Not Significant
214601_at,-18.97740385,287.1358621,-0.233851019,0.816797687,0.95325801,-4.607081782,TPH1,Not Significant
212023_s_at,9.497980769,251.5710345,0.233783186,0.816849834,0.95325801,-4.607082192,MKI67,Not Significant
200037_s_at,-25.41413462,1441.413793,-0.233778656,0.816853317,0.95325801,-4.607082219,CBX3,Not Significant
215952_s_at,67.02408654,3638.840345,0.233637833,0.816961578,0.95325801,-4.607083068,OAZ1,Not Significant
210890_x_at,1.523317308,46.78275862,0.233626424,0.81697035,0.95325801,-4.607083137,KIR2DL1,Not Significant
207169_x_at,49.88019231,2024.112414,0.233616365,0.816978083,0.95325801,-4.607083198,DDR1,Not Significant
209652_s_at,-2.568605769,54.80206897,-0.233521901,0.817050707,0.95325801,-4.607083767,PGF,Not Significant
211005_at,-11.435,166.7510345,-0.233521899,0.817050709,0.95325801,-4.607083767,LAT,Not Significant
216549_s_at,-2.716105769,39.60068966,-0.233470121,0.817090517,0.95325801,-4.607084079,TBC1D22B,Not Significant
218279_s_at,8.126923077,161.7668966,0.233361803,0.817173796,0.953305256,-4.607084732,H2AC18,Not Significant
206554_x_at,-7.140192308,108.2782759,-0.233243406,0.817264826,0.953312417,-4.607085445,SETMAR,Not Significant
217310_s_at,-8.409855769,263.1093103,-0.233242531,0.817265499,0.953312417,-4.60708545,FOXJ3,Not Significant
205185_at,235.2588942,4062.627241,0.232989699,0.817459899,0.953460656,-4.607086972,SPINK5,Not Significant
219742_at,-5.150384615,85.4637931,-0.232860108,0.817559545,0.953460656,-4.607087751,PRR7,Not Significant
204940_at,4.697548077,78.70482759,0.232753048,0.817641868,0.953460656,-4.607088394,PLN,Not Significant
212325_at,-3.413894231,133.3372414,-0.232747843,0.81764587,0.953460656,-4.607088425,LIMCH1,Not Significant
213822_s_at,-9.57375,276.737931,-0.232612909,0.817749631,0.953460656,-4.607089236,UBE3B,Not Significant
219436_s_at,-4.992932692,64.81758621,-0.232595169,0.817763273,0.953460656,-4.607089342,EMCN,Not Significant
