,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene_Symbol,Significance
214671_s_at,106.7571635,214.6889655,3.512667703,0.001521539,0.133914245,-4.496315933,ABR,Not Significant
212270_x_at,-3283.988269,16849.24517,-3.511426998,0.001526465,0.133914245,-4.496370848,RPL17,Not Significant
209417_s_at,199.8734615,721.7465517,3.508247237,0.00153916,0.134498412,-4.496511606,IFI35,Not Significant
200065_s_at,1404.785721,7936.290345,3.504871004,0.001552751,0.135120706,-4.49666109,ARF1,Not Significant
204015_s_at,200.87625,303.3582759,3.503473956,0.001558409,0.135120706,-4.496722954,DUSP4,Not Significant
216103_at,-72.98307692,96.54655172,-3.498580345,0.001578385,0.136204051,-4.496939691,ACOT11,Not Significant
211503_s_at,314.6684615,1290.001724,3.497266791,0.00158379,0.136204051,-4.496997879,RAB14,Not Significant
202233_s_at,-1288.829712,6270.31,-3.495604443,0.001590655,0.136204051,-4.497071523,UQCRH,Not Significant
208734_x_at,385.3836058,1706.256207,3.494253145,0.001596256,0.136204051,-4.497131394,RAB2A,Not Significant
213548_s_at,216.7565385,436.9882759,3.490211605,0.001613125,0.136204051,-4.497310484,CDV3,Not Significant
201052_s_at,175.3476442,711.8127586,3.489668847,0.001615403,0.136204051,-4.497334538,PSMF1,Not Significant
201240_s_at,-809.2248077,3518.973448,-3.488172835,0.001621699,0.136204051,-4.497400843,SPCS2,Not Significant
216404_at,-193.6594231,296.3603448,-3.487303699,0.001625368,0.136204051,-4.497439366,ATXN8OS,Not Significant
216306_x_at,660.6462981,2767.097586,3.487077909,0.001626323,0.136204051,-4.497449374,PTBP1,Not Significant
212854_x_at,-521.8673558,1481.942414,-3.484490532,0.001637299,0.136204051,-4.49756407,NBPF1,Not Significant
213478_at,159.9944712,277.5489655,3.484292773,0.001638141,0.136204051,-4.497572837,KAZN,Not Significant
221791_s_at,-2391.779856,6647.116552,-3.481654645,0.001649411,0.136306739,-4.4976898,TMA7,Not Significant
218149_s_at,-148.5766346,482.022069,-3.4810513,0.001651999,0.136306739,-4.497716553,ZNF395,Not Significant
217719_at,-1538.484856,6550.68,-3.47880698,0.001661662,0.136306739,-4.497816074,EIF3L,Not Significant
203644_s_at,113.4549519,137.6427586,3.478301826,0.001663844,0.136306739,-4.497838475,MON1B,Not Significant
217597_x_at,-137.9768269,192.737931,-3.471867079,0.001691886,0.137289854,-4.498123891,RAB40B,Not Significant
202646_s_at,-784.7749519,2425.363793,-3.470494586,0.001697927,0.137289854,-4.498184782,CSDE1,Not Significant
211899_s_at,180.3035096,292.7024138,3.468807397,0.001705381,0.137289854,-4.49825964,TRAF4,Not Significant
205433_at,-114.8538462,163.6462069,-3.468543985,0.001706547,0.137289854,-4.498271328,BCHE,Not Significant
212729_at,129.7818269,558.3006897,3.46852071,0.00170665,0.137289854,-4.498272361,DLG3,Not Significant
209536_s_at,423.2502885,1171.975862,3.463747518,0.001727925,0.138276417,-4.498484181,EHD4,Not Significant
205331_s_at,-129.0433173,140.0713793,-3.462990012,0.001731325,0.138276417,-4.498517802,REEP2,Not Significant
221907_at,-194.1691346,495.3275862,-3.455980898,0.001763093,0.139878097,-4.498828958,TRMT61A,Not Significant
205508_at,-157.5334615,420.1034483,-3.455796906,0.001763934,0.139878097,-4.498837128,SCN1B,Not Significant
201497_x_at,-2565.796731,3179.617241,-3.449147307,0.001794608,0.141304737,-4.499132434,MYH11,Not Significant
201022_s_at,-1385.698029,7234.393103,-3.447110106,0.001804108,0.141552577,-4.499222926,DSTN,Not Significant
204106_at,172.6126923,395.8368966,3.438595805,0.001844342,0.144003217,-4.499601232,TESK1,Not Significant
218186_at,588.6691346,2458.407586,3.437774997,0.001848266,0.144003217,-4.49963771,RAB25,Not Significant
218298_s_at,-195.8286538,423.1527586,-3.435241097,0.001860432,0.14444602,-4.499750333,DGLUCY,Not Significant
201540_at,-1766.693173,2687.979655,-3.433002955,0.001871242,0.144697744,-4.499849821,FHL1,Not Significant
41856_at,-205.5319231,725.36,-3.431250871,0.001879747,0.144697744,-4.499927712,UNC5B,Not Significant
212116_at,160.4892788,508.9396552,3.430550916,0.001883155,0.144697744,-4.499958831,TRIM27,Not Significant
200846_s_at,576.7546635,1555.427931,3.427350257,0.001898816,0.145399684,-4.500101142,PPP1CA,Not Significant
222212_s_at,342.0965385,1321.231379,3.42470945,0.001911832,0.145895009,-4.500218578,CERS2,Not Significant
38766_at,199.7594231,501.2851724,3.419501081,0.001937756,0.147368646,-4.500450236,TMEM265,Not Significant
203204_s_at,-226.9732692,484.3041379,-3.411652523,0.001977465,0.149837283,-4.500799434,KDM4A,Not Significant
201011_at,343.4719712,1144.617931,3.407654406,0.001997994,0.149837283,-4.500977369,RPN1,Not Significant
204093_at,203.6052885,968.6824138,3.404912532,0.002012191,0.149837283,-4.501099415,CCNH,Not Significant
216474_x_at,-713.4411058,1011.506552,-3.404139082,0.002016214,0.149837283,-4.501133845,TPSAB1,Not Significant
204963_at,-125.4842788,276.7634483,-3.402005736,0.00202735,0.149837283,-4.501228818,SSPN,Not Significant
201256_at,-865.2521635,3348.601034,-3.40199904,0.002027385,0.149837283,-4.501229116,COX7A2L,Not Significant
210650_s_at,-57.54182692,87.53586207,-3.401349574,0.002030787,0.149837283,-4.501258031,PCLO,Not Significant
217055_x_at,-64.15663462,102.5886207,-3.396744804,0.002055065,0.149837283,-4.501463066,SLC1A2,Not Significant
213557_at,-113.7196154,291.6327586,-3.395556533,0.002061375,0.149837283,-4.501515983,CDK12,Not Significant
202222_s_at,-281.5015385,477.4003448,-3.394831913,0.002065233,0.149837283,-4.501548253,DES,Not Significant
213568_at,-112.5834615,186.9334483,-3.394624239,0.00206634,0.149837283,-4.501557502,OSR2,Not Significant
209101_at,227.5545192,498.5865517,3.393969458,0.002069833,0.149837283,-4.501586663,CCN2,Not Significant
217307_at,101.8484615,229.3037931,3.393242767,0.002073717,0.149837283,-4.501619029,ACO2,Not Significant
219403_s_at,225.4934615,406.7717241,3.392400934,0.002078225,0.149837283,-4.501656523,HPSE,Not Significant
217728_at,7071.458125,21821.77414,3.391867482,0.002081086,0.149837283,-4.501680283,S100A6,Not Significant
215737_x_at,-226.661875,385.0451724,-3.389505399,0.002093802,0.149837283,-4.501785499,USF2,Not Significant
200815_s_at,243.0182692,736.5682759,3.387918243,0.002102389,0.149837283,-4.501856202,PAFAH1B1,Not Significant
201919_at,-423.9829327,1301.34069,-3.38664841,0.002109283,0.149837283,-4.501912774,SLC25A36,Not Significant
210619_s_at,216.9862019,183.8534483,3.386068054,0.002112441,0.149837283,-4.50193863,HYAL1,Not Significant
204679_at,915.4369231,1988.541724,3.385434888,0.002115892,0.149837283,-4.50196684,KCNK1,Not Significant
202994_s_at,-309.2051923,440.0617241,-3.38172152,0.00213624,0.149837283,-4.502132298,FBLN1,Not Significant
222163_s_at,118.6457212,248.5758621,3.379885318,0.002146371,0.149837283,-4.502214124,AFG2B,Not Significant
219799_s_at,2953.530529,3521.857931,3.379321685,0.00214949,0.149837283,-4.502239243,DHRS9,Not Significant
212987_at,-335.8973558,941.8765517,-3.376046799,0.0021677,0.149837283,-4.502385201,FBXO9,Not Significant
218214_at,181.9919231,557.9324138,3.375394385,0.002171346,0.149837283,-4.502414281,ATG101,Not Significant
210804_x_at,88.60004808,151.3558621,3.371896121,0.002190994,0.149837283,-4.502570222,SLC8A1,Not Significant
217716_s_at,542.1416346,1047.487241,3.371153607,0.002195187,0.149837283,-4.502603324,SEC61A1,Not Significant
201717_at,-439.6187981,2115.398621,-3.369158517,0.00220649,0.149837283,-4.502692271,MRPL49,Not Significant
209113_s_at,189.3361538,423.3551724,3.367861387,0.002213869,0.149837283,-4.502750105,HMG20B,Not Significant
200012_x_at,-3379.069135,19039.35138,-3.366660746,0.002220721,0.149837283,-4.50280364,RPL21,Not Significant
208463_at,-81.27740385,218.2934483,-3.366371612,0.002222374,0.149837283,-4.502816533,GABRA4,Not Significant
211184_s_at,271.4521635,1011.235172,3.365414486,0.002227854,0.149837283,-4.502859212,USH1C,Not Significant
209783_at,-83.40158654,137.3537931,-3.365404627,0.002227911,0.149837283,-4.502859652,DBP,Not Significant
200831_s_at,257.6219231,300.0893103,3.364989386,0.002230292,0.149837283,-4.502878168,SCD,Not Significant
208338_at,-88.28639423,120.0910345,-3.363693997,0.002237738,0.149837283,-4.502935935,P2RX3,Not Significant
217384_x_at,-104.0855288,177.9296552,-3.361719756,0.002249132,0.149837283,-4.50302398,IGHV3-72,Not Significant
209008_x_at,5217.480385,12451.35448,3.361644231,0.002249569,0.149837283,-4.503027349,KRT8,Not Significant
221019_s_at,-162.4570673,429.5162069,-3.361425395,0.002250836,0.149837283,-4.503037109,COLEC12,Not Significant
209391_at,130.6297596,411.3462069,3.360020292,0.002258986,0.149837283,-4.503099777,DPM2,Not Significant
211774_s_at,-121.2358654,198.4358621,-3.35976524,0.002260468,0.149837283,-4.503111153,MMACHC,Not Significant
201550_x_at,8515.906442,44928.54345,3.359466815,0.002262203,0.149837283,-4.503124464,ACTG1,Not Significant
210774_s_at,-1011.804615,4819.797586,-3.359343303,0.002262922,0.149837283,-4.503129973,NCOA4,Not Significant
208902_s_at,-93.96894231,113.8727586,-3.358800257,0.002266085,0.149837283,-4.503154194,RPS28,Not Significant
219620_x_at,242.2127885,783.3231034,3.352484875,0.002303178,0.151839393,-4.503435923,TOR4A,Not Significant
201893_x_at,-2808.576058,4567.403103,-3.347805431,0.00233104,0.153222884,-4.503644718,DCN,Not Significant
221583_s_at,52.39394231,66.93931034,3.342633607,0.002362211,0.154766808,-4.503875527,KCNMA1,Not Significant
217922_at,-296.3716346,1055.54,-3.341399495,0.002369709,0.154766808,-4.50393061,MAN1A2,Not Significant
217054_at,-236.9548558,386.4155172,-3.339518439,0.002381181,0.154766808,-4.504014574,MUC3A,Not Significant
204346_s_at,181.7003365,347.21,3.338076611,0.00239001,0.154766808,-4.504078936,RASSF1,Not Significant
220442_at,225.6267308,410.0544828,3.337228553,0.002395218,0.154766808,-4.504116794,GALNT4,Not Significant
215372_x_at,-348.0335577,488.2037931,-3.3367202,0.002398345,0.154766808,-4.504139488,MAGI1,Not Significant
43544_at,197.2179327,553.3775862,3.335940885,0.002403147,0.154766808,-4.504174279,MED16,Not Significant
36129_at,-434.1720673,1336.974483,-3.332593772,0.002423875,0.155651864,-4.504323717,SGSM2,Not Significant
212730_at,-263.0059615,527.9017241,-3.331015099,0.002433711,0.15583441,-4.504394206,SYNM,Not Significant
218000_s_at,342.6203365,365.2334483,3.327936039,0.002453006,0.156619858,-4.504531701,PHLDA1,Not Significant
222060_at,108.0935577,246.3255172,3.323599634,0.002480431,0.157336904,-4.504725368,KRT8P12,Not Significant
213800_at,-192.9241827,413.3213793,-3.323226535,0.002482804,0.157336904,-4.504742033,CFH,Not Significant
213890_x_at,-2881.97875,17371.02276,-3.31940481,0.002507241,0.157336904,-4.504912741,RPS16,Not Significant
204678_s_at,495.8775962,989.9737931,3.317187756,0.002521523,0.157336904,-4.505011783,KCNK1,Not Significant
219418_at,-223.2096635,858.6513793,-3.31700502,0.002522704,0.157336904,-4.505019947,NHEJ1,Not Significant
211689_s_at,1525.586971,3226.33931,3.316965151,0.002522962,0.157336904,-4.505021728,TMPRSS2,Not Significant
208957_at,-177.3829808,456.3927586,-3.315488666,0.002532522,0.157336904,-4.505087691,ERP44,Not Significant
214850_at,-73.14899038,133.9465517,-3.315404004,0.002533071,0.157336904,-4.505091474,GUSBP14,Not Significant
214223_at,-202.4436538,216.6131034,-3.311987521,0.002555332,0.157336904,-4.505244122,PTP4A3,Not Significant
211938_at,-733.1964423,2364.035517,-3.311413877,0.002559088,0.157336904,-4.505269754,EIF4B,Not Significant
217814_at,-322.08375,1135.818621,-3.310641855,0.002564151,0.157336904,-4.505304251,CCDC47,Not Significant
212722_s_at,255.3238942,582.0775862,3.31017764,0.0025672,0.157336904,-4.505324994,JMJD6,Not Significant
219453_at,88.75298077,125.517931,3.309539202,0.0025714,0.157336904,-4.505353523,KLHL36,Not Significant
212354_at,-185.2703365,405.5303448,-3.307087801,0.002587585,0.157336904,-4.505463072,SULF1,Not Significant
211822_s_at,-64.52596154,76.61793103,-3.307033054,0.002587948,0.157336904,-4.505465518,NLRP1,Not Significant
216391_s_at,-101.4616346,114.8765517,-3.305770696,0.002596322,0.157336904,-4.505521934,ATXN8OS,Not Significant
219108_x_at,-289.3825962,1092.184483,-3.305232024,0.002599904,0.157336904,-4.505546009,DDX27,Not Significant
202881_x_at,-84.55730769,92.94,-3.304674428,0.002603616,0.157336904,-4.505570929,NOL7,Not Significant
212865_s_at,-125.1969712,226.8896552,-3.30401662,0.002608002,0.157336904,-4.50560033,COL14A1,Not Significant
36564_at,642.0834135,1030.401379,3.302372441,0.002618996,0.157336904,-4.505673817,RNF19B,Not Significant
210242_x_at,-148.1740385,461.2403448,-3.301446772,0.002625205,0.157336904,-4.505715193,ST20,Not Significant
211445_x_at,-706.4829808,2380.465517,-3.300082549,0.002634381,0.157336904,-4.505776172,NACA4P,Not Significant
201972_at,-401.9339904,1708.257931,-3.298286359,0.002646511,0.157336904,-4.505856465,ATP6V1A,Not Significant
200090_at,-369.4865385,1588.756897,-3.298174199,0.00264727,0.157336904,-4.505861479,FNTA,Not Significant
219371_s_at,962.7061058,1799.408966,3.297311055,0.002653119,0.157336904,-4.505900065,KLF2,Not Significant
202062_s_at,133.7157692,345.3934483,3.296982919,0.002655346,0.157336904,-4.505914734,SEL1L,Not Significant
221240_s_at,-166.944375,384.3027586,-3.295463846,0.002665679,0.157336904,-4.505982645,B3GNT4,Not Significant
215693_x_at,-423.0092308,1467.994828,-3.292820614,0.002683751,0.157336904,-4.506100821,DDX27,Not Significant
211787_s_at,1377.751923,7220.012069,3.292160928,0.00268828,0.157336904,-4.506130317,EIF4A1,Not Significant
202205_at,395.1866827,1066.081724,3.292049628,0.002689045,0.157336904,-4.506135293,VASP,Not Significant
218474_s_at,403.3730288,1056.884483,3.291883992,0.002690184,0.157336904,-4.506142699,KCTD5,Not Significant
209344_at,550.2298558,1271.015862,3.28714842,0.002722932,0.15848477,-4.506354452,TPM4,Not Significant
202150_s_at,335.2802404,992.5775862,3.286387399,0.00272823,0.15848477,-4.506388484,NEDD9,Not Significant
208249_s_at,-125.5752404,504.8417241,-3.285728447,0.002732826,0.15848477,-4.506417953,TGDS,Not Significant
217801_at,-1620.561827,7774.69,-3.284950804,0.00273826,0.15848477,-4.50645273,ATP5F1E,Not Significant
204858_s_at,208.1671154,526.2962069,3.282386371,0.00275625,0.159112761,-4.506567421,TYMP,Not Significant
217803_at,467.8331731,1628.167931,3.278344775,0.002784835,0.159721621,-4.506748193,GOLPH3,Not Significant
215711_s_at,266.0434615,563.0341379,3.277456224,0.002791158,0.159721621,-4.506787939,WEE1,Not Significant
209656_s_at,-290.2977885,610.0672414,-3.277413902,0.002791459,0.159721621,-4.506789832,TMEM47,Not Significant
201412_at,998.548125,3995.713103,3.275915008,0.002802157,0.159721621,-4.506856882,LRP10,Not Significant
208826_x_at,-1184.496346,9128.748621,-3.275845588,0.002802654,0.159721621,-4.506859987,HINT1,Not Significant
202565_s_at,-233.6909615,986.0455172,-3.274846899,0.002809805,0.159721621,-4.506904663,SVIL,Not Significant
210867_at,-77.63774038,157.73,-3.273614792,0.002818651,0.159816798,-4.506959783,CNOT4,Not Significant
203072_at,222.2044712,658.4517241,3.269455131,0.002848716,0.160739738,-4.507145884,MYO1E,Not Significant
220178_at,84.82091346,100.8562069,3.269367008,0.002849356,0.160739738,-4.507149827,MFSD12,Not Significant
211584_s_at,-140.8840385,311.0924138,-3.267131187,0.002865646,0.161250494,-4.507249866,NPAT,Not Significant
209842_at,-100.3711538,115.6889655,-3.262605075,0.002898899,0.162288644,-4.5074524,SOX10,Not Significant
219678_x_at,-268.3467308,575.2158621,-3.262142663,0.002902317,0.162288644,-4.507473094,DCLRE1C,Not Significant
200974_at,-1847.278029,3299.158276,-3.261652377,0.002905945,0.162288644,-4.507495035,ACTA2,Not Significant
218633_x_at,-251.144375,986.0975862,-3.254931391,0.002956124,0.164399401,-4.50779584,ABHD10,Not Significant
209369_at,248.8211058,550.1213793,3.253492151,0.002966978,0.164399401,-4.507860261,ANXA3,Not Significant
201203_s_at,274.1783173,424.8931034,3.252725985,0.002972771,0.164399401,-4.507894556,RRBP1,Not Significant
211326_x_at,-144.5454808,219.97,-3.252662521,0.002973251,0.164399401,-4.507897397,HFE,Not Significant
205102_at,582.9545673,1373.892414,3.25073821,0.002987852,0.164466421,-4.507983537,TMPRSS2,Not Significant
210950_s_at,733.3975962,3465.09931,3.250557705,0.002989225,0.164466421,-4.507991617,FDFT1,Not Significant
201488_x_at,-430.048125,1429.982069,-3.24759385,0.003011858,0.165254902,-4.5081243,KHDRBS1,Not Significant
206617_s_at,-27.78600962,42.06517241,-3.24504566,0.003031448,0.165254902,-4.508238382,RENBP,Not Significant
217777_s_at,127.8111058,392.1972414,3.244572902,0.003035096,0.165254902,-4.508259548,HACD3,Not Significant
211885_x_at,221.0025962,654.7186207,3.244274177,0.003037403,0.165254902,-4.508272923,FUT6,Not Significant
214447_at,126.4262019,271.5193103,3.241717799,0.003057217,0.165254902,-4.508387381,ETS1,Not Significant
204064_at,-159.1186058,419.9996552,-3.241670527,0.003057585,0.165254902,-4.508389498,THOC1,Not Significant
219851_at,-52.73370192,53.61862069,-3.240358972,0.003067799,0.165254902,-4.508448224,ZNF613,Not Significant
204117_at,233.7457692,784.0124138,3.238867025,0.003079459,0.165254902,-4.508515029,PREP,Not Significant
205055_at,-215.3333654,876.4,-3.238849159,0.003079599,0.165254902,-4.508515829,ITGAE,Not Significant
214327_x_at,-7028.196875,20061.46414,-3.237745623,0.00308825,0.165254902,-4.508565244,TPT1,Not Significant
205474_at,232.3880769,941.0110345,3.236684658,0.003096591,0.165254902,-4.508612754,CRLF3,Not Significant
211112_at,-218.0014904,427.677931,-3.236544896,0.003097691,0.165254902,-4.508619013,SLC12A4,Not Significant
210408_s_at,-25.28947115,38.85103448,-3.235676548,0.003104535,0.165254902,-4.508657899,CPNE6,Not Significant
212097_at,-450.2767788,818.3475862,-3.234581202,0.003113189,0.165254902,-4.508706951,CAV1,Not Significant
215198_s_at,-95.08480769,149.3217241,-3.234377845,0.003114799,0.165254902,-4.508716058,CALD1,Not Significant
201842_s_at,-353.4944231,823.6255172,-3.232391734,0.003130558,0.165658358,-4.508805004,EFEMP1,Not Significant
217471_at,-99.33125,286.4865517,-3.231455053,0.003138017,0.165658358,-4.508846954,LINC01482,Not Significant
208750_s_at,569.6067308,1754.366552,3.230616796,0.003144706,0.165658358,-4.508884496,ARF1,Not Significant
212766_s_at,170.4852404,342.7262069,3.228435645,0.003162176,0.166185795,-4.508982186,ISG20L2,Not Significant
205979_at,280.6187019,541.1310345,3.227454115,0.003170069,0.166208559,-4.509026148,SCGB2A1,Not Significant
217881_s_at,73.93259615,132.3565517,3.226499978,0.003177759,0.166220642,-4.509068884,CDC27,Not Significant
203392_s_at,341.6580769,977.017931,3.224518833,0.003193783,0.166667606,-4.509157624,CTBP1,Not Significant
